CountryName,CountryISO3,Year,MetricName,Value,DataType,Source
Comoros,COM,2020,MobilePhoneUsage_SubscriptionsPer100,80.9,Actual,ITU Data
Comoros,COM,2021,MobilePhoneUsage_SubscriptionsPer100,82.8,Actual,WB Data
Comoros,COM,2022,MobilePhoneUsage_SubscriptionsPer100,86.8,Actual,ITU Data
Comoros,COM,2023,MobilePhoneUsage_SubscriptionsPer100,129.6,Preliminary,NA
Comoros,COM,2024,MobilePhoneUsage_SubscriptionsPer100,107.7,Estimate,GSMA Est
Comoros,COM,2025,MobilePhoneUsage_SubscriptionsPer100,NA,NA,NA
Comoros,COM,2019,BroadbandAccess_FixedSubscriptionsPer100,57.2,Estimate,WB Estimate
Comoros,COM,2020,BroadbandAccess_FixedSubscriptionsPer100,56.6,Estimate,GSMA Est
Comoros,COM,2021,BroadbandAccess_FixedSubscriptionsPer100,56.3,Estimate,Internal Estimate
Comoros,COM,2022,BroadbandAccess_FixedSubscriptionsPer100,NA,NA,NA
Comoros,COM,2023,BroadbandAccess_FixedSubscriptionsPer100,NA,NA,NA
Comoros,COM,2024,BroadbandAccess_FixedSubscriptionsPer100,21.0,Estimate,GSMA Est
Comoros,COM,2025,BroadbandAccess_FixedSubscriptionsPer100,NA,NA,NA
Comoros,COM,2019,ElectricityAccess_PercentPopulation,69.3,Actual,WB Data
Comoros,COM,2020,ElectricityAccess_PercentPopulation,97.1,Actual,Gov Stats
Comoros,COM,2021,ElectricityAccess_PercentPopulation,72.2,Actual,WB Data
Comoros,COM,2022,ElectricityAccess_PercentPopulation,96.3,Actual,WB Data
Comoros,COM,2023,ElectricityAccess_PercentPopulation,72.1,Estimate,Internal Estimate
Comoros,COM,2024,ElectricityAccess_PercentPopulation,NA,NA,NA
Comoros,COM,2025,ElectricityAccess_PercentPopulation,NA,NA,NA
Comoros,COM,2019,CloudInfra_Score,NA,NA,NA
Comoros,COM,2020,CloudInfra_Score,19.0,Estimate,Internal Estimate
Comoros,COM,2021,CloudInfra_Score,56.0,Estimate,GSMA Est
Comoros,COM,2022,CloudInfra_Score,18.6,Estimate,Internal Estimate
Comoros,COM,2023,CloudInfra_Score,19.8,Estimate,WB Estimate
Comoros,COM,2024,CloudInfra_Score,NA,NA,NA
Comoros,COM,2025,CloudInfra_Score,NA,NA,NA
Comoros,COM,2019,GDPPerCapita_USD_Current,774,Actual,ITU Data
Comoros,COM,2020,GDPPerCapita_USD_Current,798,Actual,ITU Data
Comoros,COM,2021,GDPPerCapita_USD_Current,7002,Actual,ITU Data
Comoros,COM,2022,GDPPerCapita_USD_Current,842,Actual,Gov Stats
Comoros,COM,2023,GDPPerCapita_USD_Current,NA,NA,NA
Comoros,COM,2024,GDPPerCapita_USD_Current,2897,Estimate,Internal Estimate
Comoros,COM,2025,GDPPerCapita_USD_Current,902,Projection/Forecast,IMF Forecast
Comoros,COM,2019,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2020,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2021,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2022,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2023,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2024,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2025,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Comoros,COM,2019,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2020,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2021,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2022,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2023,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2024,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2025,StartupEcosystemRank_GlobalScore,NA,NA,NA
Comoros,COM,2019,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2020,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2021,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2022,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2023,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2024,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2025,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Comoros,COM,2019,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2020,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2021,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2022,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2023,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2024,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2025,AIMarketSize_USD_Millions_Est,NA,NA,NA
Comoros,COM,2019,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2020,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2021,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2022,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2023,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2024,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2025,NationalAIStrategy_Status,NA,NA,NA
Comoros,COM,2019,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2020,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2021,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2022,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2023,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2024,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2025,AIPolicy_MaturityScore,NA,NA,NA
Comoros,COM,2019,DataProtectionLaw_Status,Partial,Estimate,WB Estimate
Comoros,COM,2020,DataProtectionLaw_Status,None,Estimate,Internal Estimate
Comoros,COM,2021,DataProtectionLaw_Status,NA,NA,NA
Comoros,COM,2022,DataProtectionLaw_Status,NA,NA,NA
Comoros,COM,2023,DataProtectionLaw_Status,NA,NA,NA
Comoros,COM,2024,DataProtectionLaw_Status,NA,NA,NA
Comoros,COM,2025,DataProtectionLaw_Status,NA,NA,NA
Comoros,COM,2019,AIRegulation_Status,NA,NA,NA
Comoros,COM,2020,AIRegulation_Status,NA,NA,NA
Comoros,COM,2021,AIRegulation_Status,NA,NA,NA
Comoros,COM,2022,AIRegulation_Status,NA,NA,NA
Comoros,COM,2023,AIRegulation_Status,NA,NA,NA
Comoros,COM,2024,AIRegulation_Status,NA,NA,NA
Comoros,COM,2025,AIRegulation_Status,NA,NA,NA
Comoros,COM,2019,DigitalStrategy_Status,NA,NA,NA
Comoros,COM,2020,DigitalStrategy_Status,NA,NA,NA
Comoros,COM,2021,DigitalStrategy_Status,None,Estimate,Internal Estimate
Comoros,COM,2022,DigitalStrategy_Status,NA,NA,NA
Comoros,COM,2023,DigitalStrategy_Status,NA,NA,NA
Comoros,COM,2024,DigitalStrategy_Status,None,Estimate,Internal Estimate
Comoros,COM,2025,DigitalStrategy_Status,NA,NA,NA
Comoros,COM,2019,STEMGraduates_AnnualEst,NA,NA,NA
Comoros,COM,2020,STEMGraduates_AnnualEst,NA,NA,NA
Comoros,COM,2021,STEMGraduates_AnnualEst,49828,Estimate,Internal Estimate
Comoros,COM,2022,STEMGraduates_AnnualEst,13139,Estimate,GSMA Est
Comoros,COM,2023,STEMGraduates_AnnualEst,24772,Preliminary,NA
Comoros,COM,2024,STEMGraduates_AnnualEst,NA,NA,NA
Comoros,COM,2025,STEMGraduates_AnnualEst,NA,NA,NA
Comoros,COM,2019,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2020,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2021,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2022,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2023,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2024,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2025,AIEducationPrograms_CountEst,NA,NA,NA
Comoros,COM,2019,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2020,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2021,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2022,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2023,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2024,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2025,DataScientists_CountEst,NA,NA,NA
Comoros,COM,2019,ICTGraduates_AnnualEst,22866,Estimate,WB Estimate
Comoros,COM,2020,ICTGraduates_AnnualEst,6235,Estimate,Internal Estimate
Comoros,COM,2021,ICTGraduates_AnnualEst,49891,Estimate,WB Estimate
Comoros,COM,2022,ICTGraduates_AnnualEst,NA,NA,NA
Comoros,COM,2023,ICTGraduates_AnnualEst,29239,Estimate,WB Estimate
Comoros,COM,2024,ICTGraduates_AnnualEst,29616,Estimate,WB Estimate
Comoros,COM,2025,ICTGraduates_AnnualEst,NA,NA,NA
Comoros,COM,2019,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2020,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2021,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2022,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2023,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2024,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2025,ProgLang_Python_UsagePercentEst,NA,NA,NA
Comoros,COM,2019,ProgLang_R_UsagePercentEst,NA,NA,NA
Comoros,COM,2020,ProgLang_R_UsagePercentEst,6.4804693652773295,Estimate,GSMA Est
Comoros,COM,2021,ProgLang_R_UsagePercentEst,NA,NA,NA
Comoros,COM,2022,ProgLang_R_UsagePercentEst,10.506008804912295,Estimate,GSMA Est
Comoros,COM,2023,ProgLang_R_UsagePercentEst,NA,NA,NA
Comoros,COM,2024,ProgLang_R_UsagePercentEst,NA,NA,NA
Comoros,COM,2025,ProgLang_R_UsagePercentEst,NA,NA,NA
Comoros,COM,2019,ProgLang_Java_UsagePercentEst,NA,NA,NA
Comoros,COM,2020,ProgLang_Java_UsagePercentEst,NA,NA,NA
Comoros,COM,2021,ProgLang_Java_UsagePercentEst,21.5748385125273,Estimate,Internal Estimate
Comoros,COM,2022,ProgLang_Java_UsagePercentEst,10.65675666614439,Estimate,GSMA Est
Comoros,COM,2023,ProgLang_Java_UsagePercentEst,11.790947535736972,Preliminary,NA
Comoros,COM,2024,ProgLang_Java_UsagePercentEst,NA,NA,NA
Comoros,COM,2025,ProgLang_Java_UsagePercentEst,NA,NA,NA
Comoros,COM,2019,ProgLang_JavaScript_UsagePercentEst,21.42017726676451,Estimate,Internal Estimate
Comoros,COM,2020,ProgLang_JavaScript_UsagePercentEst,28.00005315449686,Estimate,Internal Estimate
Comoros,COM,2021,ProgLang_JavaScript_UsagePercentEst,39.55624285454857,Estimate,Internal Estimate
Comoros,COM,2022,ProgLang_JavaScript_UsagePercentEst,44.49485103566826,Estimate,Internal Estimate
Comoros,COM,2023,ProgLang_JavaScript_UsagePercentEst,24.153661551966184,Estimate,Internal Estimate
Comoros,COM,2024,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
Comoros,COM,2025,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
Comoros,COM,2019,ProgLang_Other_UsagePercentEst,NA,NA,NA
Comoros,COM,2020,ProgLang_Other_UsagePercentEst,13.793351290157455,Estimate,GSMA Est
Comoros,COM,2021,ProgLang_Other_UsagePercentEst,NA,NA,NA
Comoros,COM,2022,ProgLang_Other_UsagePercentEst,NA,NA,NA
Comoros,COM,2023,ProgLang_Other_UsagePercentEst,NA,NA,NA
Comoros,COM,2024,ProgLang_Other_UsagePercentEst,18.332176482570716,Estimate,WB Estimate
Comoros,COM,2025,ProgLang_Other_UsagePercentEst,NA,NA,NA
Comoros,COM,2019,AIAwarenessSurvey_PercentAware,38.6,Estimate,WB Estimate
Comoros,COM,2020,AIAwarenessSurvey_PercentAware,NA,NA,NA
Comoros,COM,2021,AIAwarenessSurvey_PercentAware,NA,NA,NA
Comoros,COM,2022,AIAwarenessSurvey_PercentAware,21.7,Estimate,GSMA Est
Comoros,COM,2023,AIAwarenessSurvey_PercentAware,14.0,Estimate,WB Estimate
Comoros,COM,2024,AIAwarenessSurvey_PercentAware,NA,NA,NA
Comoros,COM,2025,AIAwarenessSurvey_PercentAware,NA,NA,NA
Comoros,COM,2019,AIPerception_NetSentimentScore,68.5,Estimate,WB Estimate
Comoros,COM,2020,AIPerception_NetSentimentScore,42.4,Estimate,GSMA Est
Comoros,COM,2021,AIPerception_NetSentimentScore,NA,NA,NA
Comoros,COM,2022,AIPerception_NetSentimentScore,41.2,Estimate,WB Estimate
Comoros,COM,2023,AIPerception_NetSentimentScore,12.4,Estimate,GSMA Est
Comoros,COM,2024,AIPerception_NetSentimentScore,NA,NA,NA
Comoros,COM,2025,AIPerception_NetSentimentScore,NA,NA,NA
Comoros,COM,2019,TechnologyAdoption_Index,NA,NA,NA
Comoros,COM,2020,TechnologyAdoption_Index,35.8,Estimate,GSMA Est
Comoros,COM,2021,TechnologyAdoption_Index,NA,NA,NA
Comoros,COM,2022,TechnologyAdoption_Index,NA,NA,NA
Comoros,COM,2023,TechnologyAdoption_Index,NA,NA,NA
Comoros,COM,2024,TechnologyAdoption_Index,NA,NA,NA
Comoros,COM,2025,TechnologyAdoption_Index,NA,NA,NA
Comoros,COM,2019,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2020,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2021,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2022,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2023,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2024,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2025,AfrobarometerTechTrust_Score,NA,NA,NA
Comoros,COM,2019,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Comoros,COM,2020,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Comoros,COM,2021,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Comoros,COM,2022,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Comoros,COM,2023,ChatGPTUsage_EstimatedPenetration,13.8,Estimate,Internal Estimate
Comoros,COM,2024,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Comoros,COM,2025,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,InternetPenetration_Percent,70.6,Actual,Gov Stats
"Congo, Dem. Rep.",COD,2020,InternetPenetration_Percent,20.5,Actual,WB Data
"Congo, Dem. Rep.",COD,2021,InternetPenetration_Percent,22.2,Actual,WB Data
"Congo, Dem. Rep.",COD,2022,InternetPenetration_Percent,49.5,Actual,Gov Stats
"Congo, Dem. Rep.",COD,2023,InternetPenetration_Percent,22.8,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2024,InternetPenetration_Percent,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,InternetPenetration_Percent,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,MobilePhoneUsage_SubscriptionsPer100,98.1,Actual,WB Data
"Congo, Dem. Rep.",COD,2020,MobilePhoneUsage_SubscriptionsPer100,82.9,Actual,WB Data
"Congo, Dem. Rep.",COD,2021,MobilePhoneUsage_SubscriptionsPer100,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,MobilePhoneUsage_SubscriptionsPer100,124.8,Actual,WB Data
"Congo, Dem. Rep.",COD,2023,MobilePhoneUsage_SubscriptionsPer100,83.6,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2024,MobilePhoneUsage_SubscriptionsPer100,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,MobilePhoneUsage_SubscriptionsPer100,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,BroadbandAccess_FixedSubscriptionsPer100,41.8,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2020,BroadbandAccess_FixedSubscriptionsPer100,67.7,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2021,BroadbandAccess_FixedSubscriptionsPer100,14.3,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2022,BroadbandAccess_FixedSubscriptionsPer100,73.9,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2023,BroadbandAccess_FixedSubscriptionsPer100,19.3,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2024,BroadbandAccess_FixedSubscriptionsPer100,6.8,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2025,BroadbandAccess_FixedSubscriptionsPer100,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,ElectricityAccess_PercentPopulation,39.9,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2020,ElectricityAccess_PercentPopulation,40.5,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2021,ElectricityAccess_PercentPopulation,71.8,Actual,WB Data
"Congo, Dem. Rep.",COD,2022,ElectricityAccess_PercentPopulation,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,ElectricityAccess_PercentPopulation,41.6,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2024,ElectricityAccess_PercentPopulation,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,ElectricityAccess_PercentPopulation,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,CloudInfra_Score,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,CloudInfra_Score,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,CloudInfra_Score,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,CloudInfra_Score,37.8,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2023,CloudInfra_Score,43.6,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2024,CloudInfra_Score,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,CloudInfra_Score,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,GDPPerCapita_USD_Current,6797,Actual,ITU Data
"Congo, Dem. Rep.",COD,2020,GDPPerCapita_USD_Current,860,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2021,GDPPerCapita_USD_Current,778,Actual,Gov Stats
"Congo, Dem. Rep.",COD,2022,GDPPerCapita_USD_Current,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,GDPPerCapita_USD_Current,828,Preliminary,NA
"Congo, Dem. Rep.",COD,2024,GDPPerCapita_USD_Current,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,GDPPerCapita_USD_Current,8108,Projection/Forecast,WB Forecast
"Congo, Dem. Rep.",COD,2019,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,StartupEcosystemRank_GlobalScore,20.2,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2020,StartupEcosystemRank_GlobalScore,61.0,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2021,StartupEcosystemRank_GlobalScore,44.5,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2022,StartupEcosystemRank_GlobalScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,StartupEcosystemRank_GlobalScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,StartupEcosystemRank_GlobalScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,StartupEcosystemRank_GlobalScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,TechInvestment2024_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,AIMarketSize_USD_Millions_Est,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,NationalAIStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,AIPolicy_MaturityScore,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,DataProtectionLaw_Status,Partial,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2020,DataProtectionLaw_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,DataProtectionLaw_Status,Partial,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2022,DataProtectionLaw_Status,None,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2023,DataProtectionLaw_Status,Partial,Preliminary,NA
"Congo, Dem. Rep.",COD,2024,DataProtectionLaw_Status,Partial,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2025,DataProtectionLaw_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,AIRegulation_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,DigitalStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,DigitalStrategy_Status,None,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2021,DigitalStrategy_Status,None,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2022,DigitalStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,DigitalStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,DigitalStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,DigitalStrategy_Status,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,STEMGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,STEMGraduates_AnnualEst,46790,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2021,STEMGraduates_AnnualEst,19391,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2022,STEMGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,STEMGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,STEMGraduates_AnnualEst,30670,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2025,STEMGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,AIEducationPrograms_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2020,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2024,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,DataScientists_CountEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,ICTGraduates_AnnualEst,13728,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2020,ICTGraduates_AnnualEst,44139,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2021,ICTGraduates_AnnualEst,10877,Estimate,Internal Estimate
"Congo, Dem. Rep.",COD,2022,ICTGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2023,ICTGraduates_AnnualEst,36278,Estimate,GSMA Est
"Congo, Dem. Rep.",COD,2024,ICTGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2025,ICTGraduates_AnnualEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2019,ProgLang_Python_UsagePercentEst,45.70379283275637,Estimate,WB Estimate
"Congo, Dem. Rep.",COD,2020,ProgLang_Python_UsagePercentEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2021,ProgLang_Python_UsagePercentEst,NA,NA,NA
"Congo, Dem. Rep.",COD,2022,ProgLang_Python_UsagePercentEst,49.27930524638808,Estimate,WB Estimate
